"[Br,Cl,I][CX4H]",secondary alkyl halide,
c1c(F)cc(N(=O)=O)cc1 ,meta nitro flouro benzene,
c1c(Br)cc(N(=O)=O)cc1 ,meta nitro bromo benzene,
c1c(I)cc(N(=O)=O)cc1 ,meta nitro iodo benzene,
c1c([OH])cc(N(=O)=O)cc1 ,meta nitro hydroxy benzene,
c1c([CX3])cc(N(=O)=O)cc1 ,meta nitro alkyl benzene,
c1c(Cl)cc(C(=O)O)cc1 ,meta ester cloro benzene,
c1c([O!H])cc(C(=O)O)cc1 ,meta ester ether benzene,
c1c(F)cc(C(=O)O)cc1 ,meta ester flouro benzene,
c1c(Br)cc(C(=O)O)cc1 ,meta ester bromo benzene,
c1c(I)cc(C(=O)O)cc1 ,meta ester iodo benzene,
c1c([OH])cc(C(=O)O)cc1 ,meta ester hydroxy benzene,
c1c([CX3])cc(C(=O)O)cc1 ,meta ester alkyl benzene,
c1c(Cl)cc(C(=O)N)cc1 ,meta amide cloro benzene,
c1c([O!H])cc(C(=O)N)cc1 ,meta amide ether benzene,
c1c(F)cc(C(=O)N)cc1 ,meta amide flouro benzene,
c1c(Br)cc(C(=O)N)cc1 ,meta amide bromo benzene,
c1c(I)cc(C(=O)N)cc1 ,meta amide iodo benzene,
c1c([OH])cc(C(=O)N)cc1 ,meta amide hydroxy benzene,
c1c([CX3])cc(C(=O)N)cc1 ,meta amide alkyl benzene,
c1c(Cl)cncc1 ,meta chloro pyridine,
c1c([O!H])cncc1 ,meta ether pyridine,
c1c(F)cncc1 ,meta flouro pyridine,
c1c(Br)cncc1 ,meta bromo pyridine,
c1c(I)cncc1 ,meta iodo pyridine,
c1c([OH])cncc1 ,meta hydroxy pyridine,
c1c([CX3])cncc1 ,meta alkyl pyridine,
c1c([CX3])cc([#4](O)O)cc1 ,meta alkyl aryl boronic acid,
c1c([O!H])cc([#4](O)O)cc1 ,meta ether aryl boronic acid,
c1c([Cl])cc([#4](O)O)cc1 ,meta chloro aryl boronic acid,
c1c([F])cc([#4](O)O)cc1 ,meta flouro aryl boronic acid,
c1c([Br])cc([#4](O)O)cc1 ,meta bromo aryl boronic acid,
c1c([I])cc([#4](O)O)cc1 ,meta iodo aryl boronic acid,
c1c([OH])cc([#4](O)O)cc1 ,meta hydroxy aryl boronic acid,
c1cc([CX3])c([#4](O)O)cc1 ,ortho alkyl aryl boronic acid,
c1cc([Cl])c([#4](O)O)cc1 ,ortho chloro aryl boronic acid,
c1cc([O!H])c([#4](O)O)cc1 ,ortho ether aryl boronic acid,
c1cc([F])c([#4](O)O)cc1 ,ortho flouro aryl boronic acid,
c1cc([Br])c([#4](O)O)cc1 ,ortho bromo aryl boronic acid,
c1cc([I])c([#4](O)O)cc1 ,ortho iodo aryl boronic acid,
c1cc([OH])c([#4](O)O)cc1 ,ortho hydroxy aryl boronic acid,
c1c([CX3])ccc([#4](O)O)c1 ,para alkyl aryl boronic acid,
c1c([Cl])ccc([#4](O)O)c1 ,para chloro aryl boronic acid,
c1c([O!H])ccc([#4](O)O)c1 ,para ether aryl boronic acid,
c1c([F])ccc([#4](O)O)c1 ,para flouro aryl boronic acid,
c1c([Br])ccc([#4](O)O)c1 ,para bromo aryl boronic acid,
c1c([I])ccc([#4](O)O)c1 ,para iodo aryl boronic acid,
c1c([OH])ccc([#4](O)O)c1 ,para hydroxy aryl boronic acid,
[a;R](Cl)[a;R](-[OH]),ortho chloro hydroxy,
[a;R]([O!H])[a;R](-[OH]),ortho ether hydroxy,
[a;R](F)[a;R](-[OH]),ortho flouro hydroxy,
[a;R](Br)[a;R](-[OH]),ortho bromo hydroxy,
[a;R](I)[a;R](-[OH]),ortho iodo hydroxy,
[a;R]([OH])[a;R](-[OH]),ortho hydroxy hydroxy,
[a;R]([CX3])[a;R](-[OH]),ortho alkyl hydroxy,
[a;R](Cl)[a;R](C(=O)O),ortho chloro ester,
[a;R]([O!H])[a;R](C(=O)O),ortho ether ester,
[a;R](F)[a;R](C(=O)O),ortho flouro ester,
[a;R](Br)[a;R](C(=O)O),ortho bromo ester,
[a;R](I)[a;R](C(=O)O),ortho iodo ester,
[a;R]([OH])[a;R](C(=O)O),ortho hydroxy ester,
[a;R]([CX3])[a;R](C(=O)O),ortho alkyl ester,
[a;R](Cl)[a;R](C(=O)N),ortho chloro amide,
[a;R]([O!H])[a;R](C(=O)N),ortho ether amide,
[a;R](F)[a;R](C(=O)N),ortho flouro amide,
[a;R](Br)[a;R](C(=O)N),ortho bromo amide,
[a;R](I)[a;R](C(=O)N),ortho iodo amide,
[a;R]([OH])[a;R](C(=O)N),ortho hydroxy amide,
[a;R]([CX3])[a;R](C(=O)N),ortho alkyl amide,
[a;R](Cl)[a;R](C(=O)C),ortho chloro ketone,
[a;R]([O!H])[a;R](C(=O)C),ortho ether ketone,
[a;R](F)[a;R](C(=O)C),ortho flouro ketone,
[a;R](Br)[a;R](C(=O)C),ortho bromo ketone,
[a;R](I)[a;R](C(=O)C),ortho iodo ketone,
[a;R]([OH])[a;R](C(=O)C),ortho hydroxy ketone,
[a;R]([CX3])[a;R](C(=O)C),ortho alkyl ketone,
[a;R](Cl)[a;R][a;R](-[OH]),meta chloro hydroxy,
[a;R]([O!H])[a;R][a;R](-[OH]),meta ether hydroxy,
[a;R](F)[a;R][a;R](-[OH]),meta flouro hydroxy,
[a;R](Br)[a;R][a;R](-[OH]),meta bromo hydroxy,
[a;R](I)[a;R][a;R](-[OH]),meta iodo hydroxy,
[a;R]([OH])[a;R][a;R](-[OH]),meta hydroxy hydroxy,
[a;R]([CX3])[a;R][a;R](-[OH]),meta alkyl hydroxy,
[a;R](Cl)[a;R][a;R](C(=O)O),meta chloro ester,
[a;R]([O!H])[a;R][a;R](C(=O)O),meta ether ester,
[a;R](F)[a;R][a;R](C(=O)O),meta flouro ester,
[a;R](Br)[a;R][a;R](C(=O)O),meta bromo ester,
[a;R](I)[a;R][a;R](C(=O)O),meta iodo ester,
[a;R]([OH])[a;R][a;R](C(=O)O),meta hydroxy ester,
[a;R]([CX3])[a;R][a;R](C(=O)O),meta alkyl ester,
[a;R](Cl)[a;R][a;R](C(=O)N),meta chloro amide,
[a;R]([O!H])[a;R][a;R](C(=O)N),meta ether amide,
[a;R](F)[a;R][a;R](C(=O)N),meta flouro amide,
[a;R](Br)[a;R][a;R](C(=O)N),meta bromo amide,
[a;R](I)[a;R][a;R](C(=O)N),meta iodo amide,
[a;R]([OH])[a;R][a;R](C(=O)N),meta hydroxy amide,
[a;R]([CX3])[a;R][a;R](C(=O)N),meta alkyl amide,
[a;R](Cl)[a;R][a;R](C(=O)C),meta chloro ketone,
[a;R]([O!H])[a;R][a;R](C(=O)C),meta ester ketone,
[a;R](F)[a;R][a;R](C(=O)C),meta flouro ketone,
[a;R](Br)[a;R][a;R](C(=O)C),meta bromo ketone,
[a;R](I)[a;R][a;R](C(=O)C),meta iodo ketone,
[a;R]([OH])[a;R][a;R](C(=O)C),meta hydroxy ketone,
[a;R]([CX3])[a;R][a;R](C(=O)C),meta alkyl ketone,
[a;R](Cl)[a;R][a;R][a;R](-[OH]),para chloro hydroxy,
[a;R]([O!H])[a;R][a;R][a;R](-[OH]),para ether hydroxy,
[a;R](F)[a;R][a;R][a;R](-[OH]),para flouro hydroxy,
[a;R](Br)[a;R][a;R][a;R](-[OH]),para bromo hydroxy,
[a;R](I)[a;R][a;R][a;R](-[OH]),para iodo hydroxy,
[a;R]([OH])[a;R][a;R][a;R](-[OH]),para hydroxy hydroxy,
[a;R]([CX3])[a;R][a;R][a;R](-[OH]),para alkyl hydroxy,
[a;R](Cl)[a;R][a;R][a;R](C(=O)O),para chloro ester,
[a;R]([O!H])[a;R][a;R][a;R](C(=O)O),para ether ester,
[a;R](F)[a;R][a;R][a;R](C(=O)O),para flouro ester,
[a;R](Br)[a;R][a;R][a;R](C(=O)O),para bromo ester,
[a;R](I)[a;R][a;R][a;R](C(=O)O),para iodo ester,
[a;R]([OH])[a;R][a;R][a;R](C(=O)O),para hydroxy ester,
[a;R]([CX3])[a;R][a;R][a;R](C(=O)O),para alkyl ester,
[a;R](Cl)[a;R][a;R][a;R](C(=O)N),para chloro amide,
[a;R]([O!H])[a;R][a;R][a;R](C(=O)N),para ether amide,
[a;R](F)[a;R][a;R][a;R](C(=O)N),para flouro amide,
[a;R](Br)[a;R][a;R][a;R](C(=O)N),para bromo amide,
[a;R](I)[a;R][a;R][a;R](C(=O)N),para iodo amide,
[a;R]([OH])[a;R][a;R][a;R](C(=O)N),para hydroxy amide,
[a;R]([CX3])[a;R][a;R][a;R](C(=O)N),para alkyl amide,
[a;R](Cl)[a;R][a;R][a;R](C(=O)C),para chloro ketone,
[a;R]([O!H])[a;R][a;R][a;R](C(=O)C),para ether ketone,
[a;R](F)[a;R][a;R][a;R](C(=O)C),para flouro ketone,
[a;R](Br)[a;R][a;R][a;R](C(=O)C),para bromo ketone,
[a;R](I)[a;R][a;R][a;R](C(=O)C),para iodo ketone,
[a;R]([OH])[a;R][a;R][a;R](C(=O)C),para hydroxy ketone,
[a;R]([CX3])[a;R][a;R][a;R](C(=O)C),para alkyl ketone,
[n;R][a;R](F),ortho flouro pyridine like,
[n;R][a;R](Cl),ortho chloro pyridine like,
[n;R][a;R](Br),ortho bromo pyridine like,
[n;R][a;R](I),ortho iodo pyridine like,
[n;R][a;R]([O!H]),ortho ether pyridine like,
[n;R][a;R]([OH]),ortho hydroxy pyridine like,
[n;R][a;R]([CX3]),ortho alkyl pyridine like,
[n;R][a;R]([#4](O)O),ortho boronic acid pyridine like,
[n;R][a;R][a;R](F),meta flouro pyridine like,
[n;R][a;R][a;R](Cl),meta chloro pyridine like,
[n;R][a;R][a;R](Br),meta bromo pyridine like,
[n;R][a;R][a;R](I),meta iodo pyridine like,
[n;R][a;R][a;R]([O!H]),meta ether pyridine like,
[n;R][a;R][a;R]([OH]),meta hydroxy pyridine like,
[n;R][a;R][a;R]([CX3]),meta alkyl pyridine like,
[n;R][a;R][a;R]([#4](O)O),meta boronic acid pyridine like,
[n;R][a;R][a;R][a;R](F),para flouro pyridine like,
[n;R][a;R][a;R][a;R](Cl),para chloro pyridine like,
[n;R][a;R][a;R][a;R](Br),para bromo pyridine like,
[n;R][a;R][a;R][a;R](I),para iodo pyridine like,
[n;R][a;R][a;R][a;R]([#4](O)O),para boronic acid pyridine like,
[n;R][a;R][a;R][a;R][a;R](F),four flouro pyridine like,
[n;R][a;R][a;R][a;R][a;R](Cl),four chloro pyridine like,
[n;R][a;R][a;R][a;R][a;R](Br),four bromo pyridine like,
[n;R][a;R][a;R][a;R][a;R](I),four iodo pyridine like,
[n;R][a;R][a;R][a;R]([O!H]),four ether pyridine like,
[n;R][a;R][a;R][a;R]([OH]),four hydroxy pyridine like,
[n;R][a;R][a;R][a;R]([CX3]),four alkyl pyridine like,
[n;R][a;R][a;R][a;R]([#4-](F)(F)F),four flouroborate pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R](F),five flouro pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R](Cl),five chloro pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R](Br),five bromo pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R](I),five iodo pyridine like,
[n;R][a;R][a;R][a;R][a;R]([O!H]),five ether pyridine like,
[n;R][a;R][a;R][a;R][a;R]([OH]),five hydroxy pyridine like,
[n;R][a;R][a;R][a;R][a;R]([CX3]),five alkyl pyridine like,
[n;R][a;R][a;R][a;R][a;R]([#4](O)O),five boronic acid pyridine like,
[n;R][a;R][a;R][a;R][a;R]([#4-](F)(F)F),five flouroborate pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R](F),six flouro pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R](Cl),six chloro pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R](Br),six bromo pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R](I),six iodo pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R]([O!H]),six ether pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R]([OH]),six hydroxy pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R]([CX3]),six alkyl pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R]([#4](O)O),six boronic acid pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R]([#4-](F)(F)F),six flouroborate pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R][a;R](F),seven flouro pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R][a;R](Cl),seven chloro pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R][a;R](Br),seven bromo pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R][a;R](I),seven iodo pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R]([O!H]),seven ether pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R]([OH]),seven hydroxy pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R]([CX3]),seven alkyl pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R]([#4](O)O),seven boronic acid pyridine like,
[n;R][a;R][a;R][a;R][a;R][a;R][a;R]([#4-](F)(F)F),seven flouroborate pyridine like,
c-C=C-[#6X4],aliphatic and aromatic alkene,
[#6X4]-C=C-[#6X4],aliphatic and aliphatic alkene,
c-C=C-c,aromatic and aromatic alkene,
[CX3H1]=[CX3H2],singly substetuted alkene,
[CX3H1]=[CX3H1],doubly substetuted alkene,
[CX3!H]=[CX3H2],terminal alkene,
[CX3!H]=[CX3H1],tertiary substetuted alkene,
[CX3!H]=[CX3!H],quarternary substetuted alkene,
[#6]S(=O)(=O)F,sulphyl flouride,
[#6]S(=O)(=O)Cl,sulphyl chloride,
[#6]S(=O)(=O)I,sulphyl iodide,
[O!H]S(=O)(=O)[O!H],sulphyl diester,
[N]S(=O)(=O)[N],sulphyl diamide,
[#6]S(=O)(=O)N,sulfonamide,
[#6]S(=O)(=O)[O!H],sulfyl ester,
[#6]-C(=O)O-[CX4H3],methyl ester,
[#6]-C(=O)O-[CX4H2][CH3],ethly ester,
[#6]-C(=O)O-[CX4H2],primary aliphatic ester,
[#6]-C(=O)O-[CX4H1],secondry aliphatic ester,
[#6]-C(=O)O-[CX4!H],tertiary aliphatic ester,
[#6]-C(=O)O-c,aromatic ester,
[#6]-[#4-](F)(F)F,triflouroborate,
[#5X3](~[!#8])(~[!#8])~[!#8] ,borane,
[#5X3](~[#8])(~[!#8])~[!#8] ,borinate,
[#5X3](~[#8])(~[#8])~[!#8] ,boronate,
[#5X3](~[#8])(~[#8])~[#8] ,borate,
[!#5]~[#5](~[!#5])~[#5](~[!#5])~[!#5],diborane,
[#5]~[#5]~[#5] ,polyborane,
[#5X4] ,tetracoordinated boron,
[#6X4]~[#6X4] ,alkane,
[#6X3]=[#6X3] ,alkene,
[#6X3]=[#6X2]=[#6X3] ,allene,
[#6]=[#6X2]=[#6X2]=[#6] ,cumulene,
[#8X1]~[#6X3]~[#7X3] ,amide,
[#7X3;!$([#7]~[#5])]-[#6X3]=[#6X3] ,enamine,
"[#7X3;!$([#7]~[#6X3]~[#8X1,#16X1,#34X1]);!$([#7]~[#8X1]);!$([#7]~[#5])](~[#1])(~[#1])~[!#1] ",primary amine,
"[#7X3;!$([#7]~[#6X3]~[#8X1,#16X1,#34X1]);!$([#7]~[#8X1]);!$([#7]~[#5])](~[#1])(~[!#1])~[!#1] ",secondary amine,
[#7X2;!$([#7]~[#7]~[#7])]!-[#7X2;!$([#7]~[#7]~[#7])] ,azo,
[#7X3]~[#7X3] ,hydrazine (n-n),
[#7X3;+;!$([#7X3]~[#5]);!$([#7X3]~[#8])]=[#6X3] ,iminium,
[!#8;!#16;!#34]~[#6X2]~[#7X1] ,nitrile,
[#7X4] ,tetracoordinated nitrogen,
[#6X1]~[#7X2] ,isonitrile,
[#7X2]~[#7X2]~[#7] ,azide,
[#7]~[#5] ,amine-borane,
[#6X4]~[#8X2]~[#1] ,alcohol,
[#6X3](~[#8X1])(~[#6])~[#6] ,ketone,
[#6X3](~[#8X1])(~[!#8])[#1] ,aldehyde,
[#6X3](~[#8X1])(~[!#8])~[#8X2] ,carboxylate one,
[#6X3](~[#8X1])(~[!#8])~[#8X1] ,carboxylate two,
[#8X2]~[#8X2] ,peroxide,
"[#6;!$([#6X3]~[#8X1,#16X1,#34X1]);!$([#6X2]~[#7X1])]~[#8X2]~[#6;!$([#6X3]~[#8X1,#16X1,#34X1]);!$([#6X2]~[#7X1])] ",ether,
"[$([#6X4]~[#8X1]),$([#6]~[#8X1;-])] ",alkoxide,
[#8X2]~[#1] ,hydroxy,
[#6X3](~[#8X1])(~[#8X2])~[#8X2] ,carbonate one,
[#6X3](~[#8X1])(~[#8X2])~[#8X1] ,carbonate two,
[#8X2]~[#6X2]~[#7X1] ,cyanate,
[#8X1]~[#6X2]~[#7X2] ,isocyanate,
[#7X3](~[#8X1])(~[#8X1])~[!#8] ,nitro,
[#7X3](~[#8X1])(~[#8X1])~[#8X2] ,nitrate,
[#7X2](~[#8X1])~[#8X2] ,nitrite,alkyne
[#7X3](~[#6X3])~[#8X1] ,nitrone,
[#7;!$([#7X3](~[#8X1])~[#8X1]);!$([#7X2](~[#8X1]));!$([#7X3](~[#6X3])~[#8X1])]~[#8] ,nitrgen oxide other,
"[#5]~[#9,#17,#35] ",boron halide,
"[#6]~[#9,#17,#35] ",carbon halide,
"[#7]~[#9,#17,#35] ",nitrogen halide,
"[#8]~[#9,#17,#35] ",oxygen halide,
"[#14]~[#9,#17,#35] ",silyl halide,
"[#15]~[#9,#17,#35] ",phosphorus halide,
"[#16]~[#9,#17,#35] ",sulfur halide,
"[#34]~[#9,#17,#35] ",selenium halide,
[#14X4;!$([#14]~[#8])] ,silane,
[#14]~[#8]~[#1] ,silanol,
[#14X3]~[#6X3] ,silene,
[#14]~[#8]~[#14] ,siloxane,
[#14X4]~[#14X4] ,disilane,
[#14X3]~[#14X3] ,disilene,
[#14]~[#5] ,silylborane,
[#14]~[#7] ,silylamine,
[#14;!$([#14]~[#8]~[#14]);!$([#14]~[#8]~[#1])]~[#8] ,siloxane other,
"[#15X3;!$([#15X3](~[#8])(~[#8])~[#8,#7])] ",phosphine,
[#15X4](~[#8X1])(~[#8X2])(~[#8X2])~[#8X2] ,general phosphate,
[#15X4](~[#8X1])(~[#8X1])(~[#8])~[#8] ,basic phosphate,
[#15X3](~[#8])(~[#8])~[#8] ,phosphite,
[#15X4](~[#8X1])(~[#8X2])(~[#8X2])~[!#8;!#7] ,phosphonate one,
[#15X4](~[#8X1])(~[#8X1])(~[#8])~[!#8;!#7] ,phosphonate two,
[#15X4](~[#8X1])(~[#8X2])(~[!#8])~[!#8] ,phosphinate,
[#15X4](~[#8X1])(~[#8X1])(~[!#8])~[!#8] ,basic phosphinate,
[#15X3](~[#8])(~[#8])~[#7] ,phosphoramidite,
[#15X4](~[#8X1])(~[#8])(~[#8])~[#7] ,phosphoramidate,
[#15X4](~[#8X1])(~[!#8])(~[!#8])~[!#8] ,phosphine oxide,
[#15X4]~[#6X3] ,ylide (r3p=cr2),
[#15;!$([#15X4]!-[#7X2]);!$([#15](~[#8])(~[#8])~[#7]);!$([#15X4]~[#8X1])]~[#7] ,phosphinamine,
[#15]~[#5] ,phosphaborane,
[#15X4]!-[#7X2] ,phosphazene,
"[#15;!$([#15X3](~[#8])(~[#8])~[#7,#8]);!$([#15X4]~[#8X1])]~[#8] ",phosphoxide,
[#15;!$([#15X2]=[#14X3])]~[#14] ,phosphasilane,
[#15X2]=[#14X3] ,phosphasilene,
[#15]~[#15] ,diphosphine,
[#6X3](~[#16X1])~[#8X2] ,thiocarboxylate type one,
[#6X3](~[#16X2])~[#8X1] ,thiocarboxylate type two,
[#6X3](~[#16X1])~[#8X1] ,basic thiocarboxylate,
[#6X3](~[#16X1])(~[#6])~[#6] ,thiocarbonyl,
[#6X3](~[#16X1])~[#7X3] ,thioamide,
"[#6;!$([#6X3]~[#8X1,#16X1,#34X1]);!$([#6X2]~[#7X1])]~[#16X2]~[#6;!$([#6X3]~[#8X1,#16X1,#34X1]);!$([#6X2]~[#7X1])] ",thioether or sulfide,
[#16X2]~[#6X2]~[#7X1] ,thiocyanate,
[#16X1]~[#6X2]~[#7X2] ,isothiocyanate,
[#6X3](~[#16X1])(~[!#8])[#1] ,thioaldehyde or thial,
"[$([#6X4]~[#16X1]),$([#6]~[#16X1;-])] ",thiolate,
[#16X4](~[#8X1])(~[#8X1])(~[#8X2])~[#8X2] ,sulfate,
[#16X4](~[#8X1])(~[#8X1])(~[#8X2])~[#8X1] ,basic sulfate,
[#16X4](~[#8X1])(~[#8X1])(~[#8X2])~[!#8] ,sulfonate,
[#16X4](~[#8X1])(~[#8X1])(~[#8X1])~[!#8] ,basic sulfonate,
[#16X3](~[#8X1])(~[#8X2])~[!#8] ,sulfinate,
[#16X3](~[#8X1])(~[#8X1])~[!#8] ,basic sulfinate,
[#16X3](~[#8X1])(~[!#8;!#1])~[!#8;!#1] ,sulfoxide,
[#16X4](~[#8X1])(~[#8X1])(~[!#8])~[!#8] ,sulfone,
[#6X3](~[#16X1])~[#16X2] ,dithiocarboxylate,
[#6X3](~[#16X1])~[#16X1] ,basic dithiocarboxylate,
[#16]~[#5] ,thioborane,
[#16]~[#7] ,thioamine,
[#16X2]~[#8] ,sulfenate,
[#16]~[#14] ,thiosilane,
[#16]~[#15] ,thiophosphine,
[#16X2]~[#16X2] ,disulfide,
"[#33X5,$([#33X4]~[#8X1])] ",pentavalent arsenic,
"[#33X3,$([#33X2]~[#8X1])] ",trivalent arsenic,
"[#33X1,$([#33]~[#33])] ",monovalent arsenic,
[#33;!$([#33X5]);!$([#33X4]~[#8X1]);!$([#33X3]);!$([#33X2]~[#8X1]);!$([#33X1]);!$([#33]~[#33])] ,other arsenic,
[#34X2]~[#1] ,selenol,
[#6X3](~[#34X1])~[#8X2] ,selenone selenocarboxylate,
[#6X3](~[#34X2])~[#8X1] ,selenol selenocarboxylate,
[#6X3](~[#34X1])~[#8X1] ,basic selenocarboxylate,
[#6X3](~[#34X1])(~[#6])~[#6] ,selenoketone or selone,
[#6X3](~[#34X1])~[#7X3] ,selenoamide,
"[#6;!$([#6X3]~[#8X1,#16X1,#34X1]);!$([#6X2]~[#7X1])]~[#34X2]~[#6;!$([#6X3]~[#8X1,#16X1,#34X1]);!$([#6X2]~[#7X1])] ",selenoether/selenide,
[#34X2]~[#6X2]~[#7X1] ,selenocyanate,
[#34X1]~[#6X2]~[#7X2] ,isoselenocyanate,
[#6X3](~[#34X1])(~[!#8])[#1] ,selenoaldehyde,
"[$([#6X4]~[#34X1]),$([#6]~[#34X1;-])] ",selenolate,
[#34X4](~[#8X1])(~[#8X1])(~[#8X2])~[#8X2] ,selenate,
[#34X4](~[#8X1])(~[#8X1])(~[#8X2])~[#8X1] ,basic selenate,
[#34X4](~[#8X1])(~[#8X1])(~[#8X2])~[!#8] ,selenonate,
[#34X4](~[#8X1])(~[#8X1])(~[#8X1])~[!#8] ,basic selenonate,
[#34X3](~[#8X1])(~[#8X2])~[!#8] ,basic seleninate,
[#34X3](~[#8X1])(~[#8X1])~[!#8] ,seleninate,
[#34X3](~[#8X1])(~[!#8;!#1])~[!#8;!#1] ,selenoxide,
[#34X4](~[#8X1])(~[#8X1])(~[!#8])~[!#8] ,selenone,
[#6X3](~[#34X1])~[#34X2] ,diselenocarboxylate,
[#6X3](~[#34X1])~[#34X1] ,basic diselenocarboxylate,
[#34]~[#5] ,selenoborane,
[#34]~[#7] ,selenoamine,
[#34X2]~[#8] ,selenenate,
[#34]~[#14] ,selenosilane,
[#34]~[#16] ,selenosulfide,
[#34]~[#15] ,selenophosphine,
[#34X2]~[#34X2] ,diselenide,
[r7] ,seven membered rings,
[r6] ,six membered rings,
[r5] ,five membered rings,
[r4] ,four membered rings,
[r3] ,three membered rings,
"[#5;r3,r4,r5,r6,r7] ",boron in a ring,
"[#7;r3,r4,r5,r6,r7] ",nitrogen in a ring,
"[#8;r3,r4,r5,r6,r7] ",oxygen in a ring,
"[#14;r3,r4,r5,r6,r7] ",silicone in a ring,
"[#15;r3,r4,r5,r6,r7] ",phosphorus heteroatom in a ring,
"[#16;r3,r4,r5,r6,r7] ",sulphur in a ring,
"[#33;r3,r4,r5,r6,r7] ",arsenic heteroatom in a ring,
"[#34;r3,r4,r5,r6,r7] ",selinium heteroatom in a ring,
